shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
43378,38.703411,-9.191612,7,
43378,38.704933,-9.187422,8,
43378,38.70448,-9.184814,9,
43378,38.704105,-9.182771,10,
43378,38.703077,-9.179822,11,
43378,38.705394,-9.17631,12,
43378,38.706636,-9.173295,13,
43378,38.708922,-9.172023,14,
43378,38.711074,-9.172346,15,
43378,38.712831,-9.173631,16,
43378,38.716395,-9.172429,17,
43378,38.718755,-9.171287,18,
43378,38.721114,-9.167452,19,
43378,38.724023,-9.165377,20,
43378,38.725309,-9.163318,21,
43378,38.727762,-9.160413,22,
43378,38.729532,-9.158352,23,
43378,38.731142,-9.156086,24,
43378,38.733413,-9.154521,25,
43378,38.73479,-9.152365,26,
43378,38.735936,-9.149569,27,
43378,38.735008,-9.146288,28,
43378,38.73511,-9.142426,29,
43378,38.734913,-9.139854,30,
43378,38.734571,-9.13733,31,
43378,38.734014,-9.135749,32,
43378,38.733142,-9.132494,33,
43378,38.732653,-9.130557,34,
43378,38.731365,-9.127094,35,
43378,38.730263,-9.124933,36,
43378,38.728861,-9.122193,37,
43378,38.727485,-9.119609,38,
43378,38.725664,-9.118899,39,
43378,38.724406,-9.117395,40,
43378,38.722855,-9.115098,41,
43378,38.724688,-9.113388,42,
43378,38.726271,-9.111868,43,
43378,38.727433,-9.110292,44,
43378,38.730004,-9.108704,45,
43378,38.731355,-9.111662,46,
43378,38.732039,-9.114397,47,
43378,38.733867,-9.11254,48,
43379,38.713933,-9.196977,1,
43379,38.713717,-9.198483,2,
43379,38.712833,-9.19589,3,
43379,38.71149,-9.195833,4,
43379,38.709622,-9.194783,5,
43379,38.707647,-9.196398,6,
43379,38.705158,-9.196105,7,
43379,38.702934,-9.194745,8,
43379,38.703411,-9.191612,9,
43379,38.704933,-9.187422,10,
43379,38.70448,-9.184814,11,
43379,38.704105,-9.182771,12,
43379,38.703077,-9.179822,13,
43379,38.705394,-9.17631,14,
43379,38.706636,-9.173295,15,
43379,38.708922,-9.172023,16,
43379,38.711074,-9.172346,17,
43379,38.712831,-9.173631,18,
43379,38.716395,-9.172429,19,
43379,38.718755,-9.171287,20,
43379,38.721114,-9.167452,21,
43379,38.724023,-9.165377,22,
43379,38.725309,-9.163318,23,
43379,38.727762,-9.160413,24,
43379,38.729532,-9.158352,25,
43379,38.731142,-9.156086,26,
43379,38.733413,-9.154521,27,
43379,38.73479,-9.152365,28,
43379,38.735936,-9.149569,29,
43379,38.735008,-9.146288,30,
43379,38.73511,-9.142426,31,
43379,38.734913,-9.139854,32,
43379,38.734571,-9.13733,33,
43379,38.734014,-9.135749,34,
43379,38.733142,-9.132494,35,
43379,38.732653,-9.130557,36,
43379,38.731365,-9.127094,37,
43379,38.730263,-9.124933,38,
43379,38.728861,-9.122193,39,
43379,38.727485,-9.119609,40,
43379,38.725664,-9.118899,41,
43379,38.724406,-9.117395,42,
43379,38.722855,-9.115098,43,
43379,38.724688,-9.113388,44,
43379,38.726271,-9.111868,45,
43379,38.727433,-9.110292,46,
43379,38.730004,-9.108704,47,
43379,38.731355,-9.111662,48,
43379,38.732039,-9.114397,49,
43379,38.733867,-9.11254,50,
43380,38.709196,-9.192001,1,
43380,38.710775,-9.193328,2,
43380,38.710062,-9.194963,3,
43380,38.711568,-9.195374,4,
43380,38.713933,-9.196977,5,
43380,38.713717,-9.198483,6,
43380,38.712833,-9.19589,7,
43380,38.71149,-9.195833,8,
43380,38.709622,-9.194783,9,
43380,38.707647,-9.196398,10,
43380,38.705158,-9.196105,11,
43380,38.702934,-9.194745,12,
43380,38.703411,-9.191612,13,
43380,38.704933,-9.187422,14,
43380,38.70448,-9.184814,15,
43380,38.704105,-9.182771,16,
43380,38.703077,-9.179822,17,
43380,38.705394,-9.17631,18,
43380,38.706636,-9.173295,19,
43380,38.708922,-9.172023,20,
43380,38.711074,-9.172346,21,
43380,38.712831,-9.173631,22,
43380,38.716395,-9.172429,23,
43380,38.718755,-9.171287,24,
43380,38.721114,-9.167452,25,
43380,38.724023,-9.165377,26,
43380,38.725309,-9.163318,27,
43380,38.727762,-9.160413,28,
43380,38.729532,-9.158352,29,
43380,38.731142,-9.156086,30,
43380,38.733413,-9.154521,31,
43380,38.73479,-9.152365,32,
43380,38.735936,-9.149569,33,
43380,38.735008,-9.146288,34,
43380,38.73511,-9.142426,35,
43380,38.734913,-9.139854,36,
43380,38.734571,-9.13733,37,
43380,38.734014,-9.135749,38,
43380,38.733142,-9.132494,39,
43380,38.732653,-9.130557,40,
43380,38.731365,-9.127094,41,
43380,38.730263,-9.124933,42,
43380,38.728861,-9.122193,43,
43380,38.727485,-9.119609,44,
43380,38.725664,-9.118899,45,
43380,38.724406,-9.117395,46,
43380,38.722855,-9.115098,47,
43380,38.724688,-9.113388,48,
43380,38.726271,-9.111868,49,
43380,38.727433,-9.110292,50,
43380,38.730004,-9.108704,51,
43380,38.731355,-9.111662,52,
43380,38.732039,-9.114397,53,
43380,38.733867,-9.11254,54,
43381,38.742098,-9.168552,1,
43381,38.742577,-9.168298,2,
43381,38.746293,-9.167894,3,
43381,38.748018,-9.165407,4,
43381,38.750002,-9.159708,5,
43381,38.751401,-9.158766,6,
43381,38.752841,-9.155919,7,
43381,38.755049,-9.150634,8,
43381,38.755942,-9.145635,9,
43381,38.754051,-9.14464,10,
43381,38.753472,-9.142575,11,
43381,38.754625,-9.138535,12,
43381,38.754592,-9.136384,13,
43381,38.754709,-9.134115,14,
43381,38.754401,-9.131571,15,
43381,38.752793,-9.126446,16,
43381,38.751042,-9.124805,17,
43381,38.752858,-9.123434,18,
43381,38.754479,-9.124966,19,
43381,38.7555,-9.126346,20,
43381,38.757622,-9.126376,21,
43381,38.759122,-9.124803,22,
43381,38.757903,-9.123185,23,
43381,38.756205,-9.120716,24,
43381,38.756593,-9.118296,25,
43381,38.757101,-9.116609,26,
43381,38.755985,-9.113618,27,
43381,38.753727,-9.114232,28,
43381,38.75222,-9.114031,29,
43381,38.747965,-9.11292,30,
43381,38.74634,-9.112979,31,
43381,38.744135,-9.113686,32,
43381,38.743073,-9.111799,33,
43381,38.74432,-9.110745,34,
43381,38.748254,-9.10797,35,
43381,38.746603,-9.107116,36,
43381,38.745787,-9.104724,37,
43381,38.744361,-9.102212,38,
43381,38.742155,-9.102203,39,
43382,38.787673,-9.163587,1,
43382,38.790431,-9.159714,2,
43382,38.792269,-9.157564,3,
43382,38.793117,-9.155239,4,
43382,38.793142,-9.153117,5,
43382,38.792433,-9.15025,6,
43382,38.793772,-9.149873,7,
43382,38.792387,-9.148116,8,
43382,38.791616,-9.147414,9,
43382,38.790485,-9.144762,10,
43382,38.787177,-9.142515,11,
43382,38.78545,-9.1432,12,
43383,38.78545,-9.1432,1,
43383,38.787177,-9.144598,2,
43383,38.79085,-9.144317,3,
43383,38.791734,-9.14733,4,
43383,38.792761,-9.14818,5,
43383,38.793883,-9.149917,6,
43383,38.792433,-9.15025,7,
43383,38.793383,-9.153137,8,
43383,38.793154,-9.155407,9,
43383,38.792409,-9.157374,10,
43383,38.790508,-9.159782,11,
43383,38.787673,-9.163587,12,
43392,38.705883,-9.17271,1,
43392,38.704975,-9.170297,2,
43392,38.705743,-9.16976,3,
43392,38.707188,-9.171425,4,
43392,38.708476,-9.171363,5,
43392,38.710493,-9.171064,6,
43392,38.711993,-9.168629,7,
43392,38.712682,-9.166471,8,
43392,38.712018,-9.163341,9,
43392,38.713163,-9.162023,10,
43392,38.713627,-9.160065,11,
43392,38.712681,-9.160224,12,
43392,38.711322,-9.160938,13,
43392,38.710054,-9.162462,14,
43392,38.709305,-9.161713,15,
43392,38.710984,-9.158476,16,
43392,38.71229,-9.15634,17,
43392,38.712209,-9.15276,18,
43392,38.71339,-9.153158,19,
43392,38.714909,-9.151419,20,
43392,38.714648,-9.150005,21,
43392,38.716421,-9.147769,22,
43392,38.717669,-9.151194,23,
43392,38.720345,-9.153663,24,
43397,38.740872,-9.105669,1,
43397,38.739311,-9.106658,2,
43397,38.73815,-9.107315,3,
43397,38.736617,-9.107965,4,
43397,38.735008,-9.108833,5,
43397,38.733975,-9.112197,6,
43397,38.731355,-9.111662,7,
43397,38.732039,-9.114397,8,
43397,38.734025,-9.112646,9,
43397,38.73622,-9.113148,10,
43397,38.738406,-9.113157,11,
43397,38.739916,-9.110612,12,
43397,38.741602,-9.107882,13,
43397,38.741858,-9.108452,14,
43397,38.740978,-9.109376,15,
43397,38.740737,-9.111917,16,
43397,38.742408,-9.112752,17,
43397,38.74432,-9.110745,18,
43397,38.748254,-9.10797,19,
43397,38.747421,-9.110272,20,
43397,38.748168,-9.112946,21,
43397,38.7478825091549,-9.11854496984834,22,
43397,38.74625,-9.119767,23,
43397,38.743528,-9.118863,24,
43397,38.739908,-9.124074,25,
43397,38.739238,-9.126246,26,
43397,38.741537,-9.128412,27,
43397,38.74229,-9.131905,28,
43397,38.742984,-9.133539,29,
43397,38.745572,-9.135392,30,
43398,38.745572,-9.135392,1,
43398,38.743292,-9.132833,2,
43398,38.741877,-9.131817,3,
43398,38.741418,-9.129419,4,
43398,38.738351,-9.127251,5,
43398,38.738481,-9.125346,6,
43398,38.739888,-9.123696,7,
43398,38.744132,-9.11845,8,
43398,38.746596,-9.119261,9,
43398,38.748202,-9.118425,10,
43398,38.747965,-9.11292,11,
43398,38.747374,-9.110454,12,
43398,38.748045,-9.108076,13,
43398,38.744363,-9.110927,14,
43398,38.742463,-9.112935,15,
43398,38.740649,-9.112059,16,
43398,38.739916,-9.110612,17,
43398,38.741602,-9.107882,18,
43398,38.741858,-9.108452,19,
43398,38.740978,-9.109376,20,
43398,38.738436,-9.113359,21,
43398,38.736096,-9.113233,22,
43398,38.733843,-9.112761,23,
43398,38.731925,-9.114974,24,
43398,38.731607,-9.111195,25,
43398,38.733839,-9.111856,26,
43398,38.735226,-9.108466,27,
43398,38.736577,-9.107793,28,
43398,38.738055,-9.107216,29,
43398,38.73961,-9.106499,30,
43398,38.740872,-9.105669,31,
50434,38.713393,-9.137256,1,
50434,38.7081,-9.137099,2,
50434,38.706636,-9.142407,3,
50434,38.706332,-9.145278,4,
50434,38.706414,-9.149768,5,
50434,38.706142,-9.156011,6,
50434,38.70367,-9.162505,7,
50434,38.703447,-9.167728,8,
50434,38.704304,-9.173951,9,
50434,38.704683,-9.177493,10,
50434,38.701991,-9.181041,11,
50434,38.699789,-9.18435,12,
50434,38.698466,-9.188384,13,
50434,38.697806,-9.191759,14,
50434,38.697506,-9.196012,15,
50434,38.697459,-9.198589,16,
50434,38.69795,-9.204519,17,
50436,38.69795,-9.204519,1,
50436,38.697257,-9.203547,2,
50436,38.69738,-9.19882,3,
50436,38.697367,-9.194168,4,
50436,38.697994,-9.190554,5,
50436,38.698587,-9.187398,6,
50436,38.700037,-9.183655,7,
50436,38.702661,-9.180183,8,
50436,38.704655,-9.177443,9,
50436,38.704145,-9.173823,10,
50436,38.703363,-9.167024,11,
50436,38.703508,-9.16273,12,
50436,38.706171,-9.155732,13,
50436,38.706331,-9.149936,14,
50436,38.706244,-9.145024,15,
50436,38.707023,-9.142464,16,
50436,38.708246,-9.136478,17,
50436,38.713393,-9.137256,18,
50437,38.706332,-9.145278,1,
50437,38.706414,-9.149768,2,
50437,38.706142,-9.156011,3,
50437,38.70367,-9.162505,4,
50437,38.703447,-9.167728,5,
50437,38.704304,-9.173951,6,
50437,38.704683,-9.177493,7,
50437,38.706089,-9.179013,8,
50437,38.706089,-9.182893,9,
50437,38.705489,-9.185298,10,
50437,38.705114,-9.187655,11,
50437,38.704409,-9.189593,12,
50437,38.703705,-9.190877,13,
50437,38.703134,-9.193396,14,
50437,38.703713,-9.195234,15,
50437,38.704932,-9.196728,16,
50437,38.704761,-9.198973,17,
50437,38.706445,-9.199058,18,
50437,38.707463,-9.198982,19,
50437,38.708931,-9.200248,20,
50437,38.709715,-9.2031,21,
50438,38.709715,-9.2031,1,
50438,38.708802,-9.200021,2,
50438,38.707167,-9.199103,3,
50438,38.70638,-9.199194,4,
50438,38.704699,-9.198663,5,
50438,38.70489,-9.196252,6,
50438,38.70369,-9.19472,7,
50438,38.703068,-9.193319,8,
50438,38.703411,-9.191612,9,
50438,38.704933,-9.187422,10,
50438,38.705281,-9.185415,11,
50438,38.706024,-9.182246,12,
50438,38.706268,-9.179386,13,
50438,38.704655,-9.177443,14,
50438,38.704145,-9.173823,15,
50438,38.703363,-9.167024,16,
50438,38.703508,-9.16273,17,
50438,38.706171,-9.155732,18,
50438,38.706331,-9.149936,19,
50438,38.706244,-9.145024,20,
50441,38.785733,-9.172433,1,
50441,38.785794,-9.169915,2,
50441,38.78213,-9.164747,3,
50441,38.77836,-9.164296,4,
50441,38.77596,-9.16341,5,
50441,38.773466,-9.161261,6,
50441,38.774165,-9.159754,7,
50441,38.774183,-9.156867,8,
50441,38.774244,-9.152181,9,
50441,38.774611,-9.147398,10,
50441,38.774761,-9.147431,11,
50441,38.768801,-9.149068,12,
50441,38.7588,-9.15004,13,
50441,38.75599,-9.148758,14,
50441,38.755942,-9.145635,15,
50441,38.754051,-9.14464,16,
50441,38.752085,-9.143617,17,
50441,38.750004,-9.142513,18,
50441,38.747424,-9.141084,19,
50441,38.744546,-9.139511,20,
50441,38.742369,-9.137569,21,
50441,38.742141,-9.134454,22,
50441,38.740514,-9.133637,23,
50441,38.737184,-9.133993,24,
50441,38.733142,-9.132494,25,
50441,38.732653,-9.130557,26,
50441,38.731191,-9.127961,27,
50441,38.727195,-9.128395,28,
50441,38.724885,-9.128621,29,
50441,38.721287,-9.129196,30,
50441,38.721081,-9.127043,31,
50441,38.720647,-9.124562,32,
50441,38.719524,-9.122865,33,
50441,38.718233,-9.121237,34,
50441,38.718044,-9.122185,35,
50441,38.716781,-9.120547,36,
50441,38.718064,-9.118806,37,
50441,38.71678,-9.119137,38,
50441,38.7134,-9.122897,39,
50441,38.711015,-9.126852,40,
50441,38.709577,-9.129029,41,
50441,38.707721,-9.132884,42,
50441,38.707944,-9.138598,43,
50441,38.707229,-9.141645,44,
50441,38.705888,-9.14315,45,
50444,38.706011,-9.144059,1,
50444,38.70699,-9.142206,2,
50444,38.709676,-9.136384,3,
50444,38.713953,-9.137815,4,
50444,38.715296,-9.136134,5,
50444,38.7192,-9.135564,6,
50444,38.72213,-9.135264,7,
50444,38.725575,-9.134932,8,
50444,38.729077,-9.134567,9,
50444,38.732666,-9.134208,10,
50444,38.736947,-9.13372,11,
50444,38.740196,-9.133433,12,
50444,38.741877,-9.131817,13,
50444,38.741418,-9.129419,14,
50444,38.738351,-9.127251,15,
50444,38.738481,-9.125346,16,
50444,38.739888,-9.123696,17,
50444,38.744132,-9.11845,18,
50444,38.746596,-9.119261,19,
50444,38.748202,-9.118425,20,
50444,38.750354,-9.120754,21,
50444,38.750584,-9.123917,22,
50444,38.752858,-9.123434,23,
50444,38.754479,-9.124966,24,
50444,38.7555,-9.126346,25,
50444,38.757622,-9.126376,26,
50444,38.759122,-9.124803,27,
50444,38.757903,-9.123185,28,
50444,38.756205,-9.120716,29,
50444,38.754925,-9.118131,30,
50444,38.752105,-9.116658,31,
50444,38.752047,-9.113506,32,
50444,38.755094,-9.113547,33,
50444,38.757166,-9.112563,34,
50444,38.759038,-9.113407,35,
50444,38.76015,-9.117103,36,
50444,38.761704,-9.12209,37,
50444,38.763214,-9.128602,38,
50444,38.767825,-9.128712,39,
50444,38.769828,-9.126596,40,
50444,38.770198,-9.123142,41,
50444,38.770812,-9.121557,42,
50444,38.7727,-9.11838,43,
50444,38.774067,-9.116782,44,
50444,38.776734,-9.117893,45,
50444,38.77707,-9.1159,46,
50444,38.776092,-9.113833,47,
50444,38.775372,-9.110767,48,
50444,38.773794,-9.10476,49,
50444,38.774787,-9.101738,50,
50444,38.774377,-9.097532,51,
50444,38.771328,-9.097768,52,
50444,38.767173,-9.099085,53,
50444,38.768178,-9.09999,54,
50445,38.768178,-9.09999,1,
50445,38.768475,-9.098836,2,
50445,38.771557,-9.097346,3,
50445,38.7745,-9.097095,4,
50445,38.775044,-9.10224,5,
50445,38.774425,-9.106036,6,
50445,38.775077,-9.111413,7,
50445,38.776049,-9.113543,8,
50445,38.777166,-9.116168,9,
50445,38.7763,-9.11801,10,
50445,38.773574,-9.118671,11,
50445,38.771084,-9.121878,12,
50445,38.769616,-9.123139,13,
50445,38.770196,-9.127342,14,
50445,38.768962,-9.127978,15,
50445,38.762781,-9.129007,16,
50445,38.761172,-9.12177,17,
50445,38.759756,-9.116771,18,
50445,38.758695,-9.113236,19,
50445,38.755985,-9.113618,20,
50445,38.753727,-9.114232,21,
50445,38.752537,-9.114734,22,
50445,38.752188,-9.116525,23,
50445,38.754945,-9.117953,24,
50445,38.756424,-9.120641,25,
50445,38.758117,-9.122929,26,
50445,38.759256,-9.124715,27,
50445,38.757395,-9.126546,28,
50445,38.755319,-9.126414,29,
50445,38.754164,-9.124885,30,
50445,38.75276,-9.123598,31,
50445,38.750273,-9.12389,32,
50445,38.74625,-9.119767,33,
50445,38.743528,-9.118863,34,
50445,38.739908,-9.124074,35,
50445,38.739238,-9.126246,36,
50445,38.741348,-9.128178,37,
50445,38.74229,-9.131905,38,
50445,38.740514,-9.133637,39,
50445,38.737184,-9.133993,40,
50445,38.73246,-9.134401,41,
50445,38.728781,-9.134784,42,
50445,38.725579,-9.135092,43,
50445,38.722122,-9.135445,44,
50445,38.71916,-9.135736,45,
50445,38.715021,-9.137467,46,
50445,38.713743,-9.137356,47,
50445,38.708998,-9.135325,48,
50445,38.707229,-9.141645,49,
50445,38.706011,-9.144059,50,
50447,38.790213,-9.124354,1,
50447,38.788306,-9.123888,2,
50447,38.786098,-9.12392,3,
50447,38.783924,-9.124792,4,
50447,38.781403,-9.120347,5,
50447,38.78238,-9.118146,6,
50447,38.783537,-9.11562,7,
50447,38.781942,-9.113994,8,
50447,38.781007,-9.11183,9,
50447,38.781221,-9.107489,10,
50447,38.779637,-9.104465,11,
50447,38.776416,-9.10278,12,
50447,38.775044,-9.10224,13,
50447,38.773017,-9.105097,14,
50447,38.770364,-9.104799,15,
50447,38.767573,-9.099987,16,
50447,38.767814,-9.10607,17,
50447,38.76811,-9.109065,18,
50447,38.767153,-9.110219,19,
50447,38.764899,-9.109781,20,
50447,38.762432,-9.109802,21,
50447,38.760471,-9.111998,22,
50447,38.75731,-9.108665,23,
50447,38.755877,-9.103908,24,
50447,38.753497,-9.096143,25,
50447,38.750304,-9.096286,26,
50447,38.748127,-9.096957,27,
50447,38.7472643157526,-9.09923606388438,28,
50447,38.742501,-9.099326,29,
50447,38.742455,-9.102445,30,
50447,38.739182,-9.103127,31,
50447,38.736915,-9.103825,32,
50447,38.734683,-9.105121,33,
50447,38.732752,-9.105924,34,
50447,38.730178,-9.108055,35,
50447,38.72825,-9.109645,36,
50447,38.726098,-9.112331,37,
50447,38.724477,-9.11383,38,
50447,38.722638,-9.115664,39,
50447,38.720358,-9.117114,40,
50447,38.71678,-9.119137,41,
50447,38.7134,-9.122897,42,
50447,38.711015,-9.126852,43,
50447,38.709577,-9.129029,44,
50447,38.707721,-9.132884,45,
50447,38.707944,-9.138598,46,
50447,38.707229,-9.141645,47,
50447,38.705586,-9.143902,48,
50449,38.713625,-9.138141,1,
50449,38.708998,-9.135325,2,
50449,38.707304,-9.141979,3,
50449,38.707717,-9.144146,4,
50449,38.708504,-9.146688,5,
50449,38.708814,-9.151308,6,
50449,38.706793,-9.15566,7,
50449,38.706432,-9.158633,8,
50449,38.705102,-9.161342,9,
50449,38.704613,-9.163596,10,
50449,38.704757,-9.167759,11,
50449,38.705294,-9.170672,12,
50449,38.706277,-9.173385,13,
50449,38.706209,-9.175557,14,
50449,38.70538,-9.176544,15,
50449,38.701991,-9.181041,16,
50449,38.699789,-9.18435,17,
50449,38.698466,-9.188384,18,
50449,38.697806,-9.191759,19,
50449,38.697506,-9.196012,20,
50449,38.697483,-9.198881,21,
50449,38.697728,-9.204514,22,
50449,38.699801,-9.205797,23,
50449,38.701573,-9.206351,24,
50449,38.704188,-9.207856,25,
50449,38.703295,-9.211467,26,
50449,38.706008,-9.212416,27,
50449,38.709821,-9.214984,28,
50449,38.711876,-9.214167,29,
50449,38.715797,-9.214703,30,
50449,38.716945,-9.212807,31,
50449,38.717461,-9.209535,32,
50449,38.727745,-9.212401,33,
50449,38.727925,-9.209299,34,
50449,38.723627,-9.21548,35,
50449,38.722274,-9.217804,36,
50449,38.720261,-9.21957,37,
50449,38.721279,-9.221306,38,
50449,38.722368,-9.224578,39,
50449,38.724838,-9.22693,40,
50449,38.724249,-9.228482,41,
50450,38.713625,-9.138141,1,
50450,38.708998,-9.135325,2,
50450,38.707304,-9.141979,3,
50450,38.707717,-9.144146,4,
50450,38.708504,-9.146688,5,
50450,38.708814,-9.151308,6,
50450,38.706793,-9.15566,7,
50450,38.706432,-9.158633,8,
50450,38.705102,-9.161342,9,
50450,38.704613,-9.163596,10,
50450,38.704757,-9.167759,11,
50450,38.705294,-9.170672,12,
50450,38.706277,-9.173385,13,
50450,38.706209,-9.175557,14,
50450,38.70538,-9.176544,15,
50450,38.701991,-9.181041,16,
50450,38.699789,-9.18435,17,
50450,38.698466,-9.188384,18,
50450,38.697806,-9.191759,19,
50450,38.697506,-9.196012,20,
50450,38.697483,-9.198881,21,
50450,38.697728,-9.204514,22,
50450,38.699801,-9.205797,23,
50450,38.701573,-9.206351,24,
50450,38.704188,-9.207856,25,
50450,38.703295,-9.211467,26,
50450,38.706008,-9.212416,27,
50450,38.709821,-9.214984,28,
50450,38.711876,-9.214167,29,
50450,38.715797,-9.214703,30,
50450,38.716945,-9.212807,31,
50450,38.717461,-9.209535,32,
50450,38.727745,-9.212401,33,
50450,38.727925,-9.209299,34,
50451,38.724061,-9.227531,1,
50451,38.722308,-9.224624,2,
50451,38.721175,-9.221326,3,
50451,38.720269,-9.219459,4,
50451,38.722331,-9.217464,5,
50451,38.724517,-9.214052,6,
50451,38.728043,-9.209359,7,
50451,38.727522,-9.212151,8,
50451,38.717518,-9.20988,9,
50451,38.716954,-9.213167,10,
50451,38.715715,-9.214801,11,
50451,38.71157,-9.214863,12,
50451,38.709701,-9.215458,13,
50451,38.70893,-9.21435,14,
50451,38.70621,-9.212763,15,
50451,38.703155,-9.211198,16,
50451,38.705217,-9.20769,17,
50451,38.701946,-9.206578,18,
50451,38.699795,-9.205912,19,
50451,38.697257,-9.203547,20,
50451,38.69738,-9.19882,21,
50451,38.697367,-9.194168,22,
50451,38.697994,-9.190554,23,
50451,38.698587,-9.187398,24,
50451,38.700037,-9.183655,25,
50451,38.702215,-9.180677,26,
50451,38.705394,-9.17631,27,
50451,38.705883,-9.17271,28,
50451,38.704975,-9.170297,29,
50451,38.70458,-9.167364,30,
50451,38.70448,-9.164187,31,
50451,38.705388,-9.160486,32,
50451,38.706523,-9.157939,33,
50451,38.706648,-9.155753,34,
50451,38.70862,-9.151762,35,
50451,38.708449,-9.147047,36,
50451,38.707773,-9.144589,37,
50451,38.70699,-9.142206,38,
50451,38.709676,-9.136384,39,
50451,38.713625,-9.138141,40,
50452,38.738852,-9.12035,1,
50452,38.738069,-9.123407,2,
50452,38.738278,-9.124769,3,
50452,38.739238,-9.126246,4,
50452,38.741537,-9.128412,5,
50452,38.74229,-9.131905,6,
50452,38.740514,-9.133637,7,
50452,38.737513,-9.134764,8,
50452,38.738221,-9.139942,9,
50452,38.734584,-9.141578,10,
50452,38.732123,-9.141056,11,
50452,38.729529,-9.143565,12,
50452,38.727757,-9.145792,13,
50452,38.725565,-9.148617,14,
50452,38.723893,-9.150981,15,
50452,38.722236,-9.151987,16,
50452,38.720082,-9.154841,17,
50452,38.718338,-9.156946,18,
50452,38.715773,-9.159581,19,
50452,38.713272,-9.162173,20,
50452,38.711391,-9.164369,21,
50452,38.709425,-9.166675,22,
50452,38.707018,-9.167629,23,
50452,38.703804,-9.168239,24,
50452,38.704304,-9.173951,25,
50452,38.704742,-9.177635,26,
50453,38.704664,-9.177149,1,
50453,38.704145,-9.173823,2,
50453,38.70419,-9.167958,3,
50453,38.707592,-9.167329,4,
50453,38.709861,-9.165858,5,
50453,38.712018,-9.163341,6,
50453,38.713163,-9.162023,7,
50453,38.715563,-9.160011,8,
50453,38.717485,-9.157329,9,
50453,38.719834,-9.155069,10,
50453,38.72213,-9.151801,11,
50453,38.724125,-9.150644,12,
50453,38.726214,-9.147411,13,
50453,38.727463,-9.145783,14,
50453,38.730743,-9.143767,15,
50453,38.731906,-9.142006,16,
50453,38.732556,-9.140995,17,
50453,38.73489,-9.141472,18,
50453,38.735192,-9.139576,19,
50453,38.736442,-9.135938,20,
50453,38.737296,-9.133673,21,
50453,38.740196,-9.133433,22,
50453,38.741885,-9.131944,23,
50453,38.741418,-9.129419,24,
50453,38.738351,-9.127251,25,
50453,38.737405,-9.124215,26,
50453,38.737971,-9.122437,27,
50453,38.738852,-9.12035,28,
50454,38.706582,-9.178837,1,
50454,38.707245,-9.178934,2,
50454,38.709681,-9.179457,3,
50454,38.714146,-9.182028,4,
50454,38.716993,-9.18388,5,
50454,38.719549,-9.185103,6,
50454,38.723556,-9.187186,7,
50454,38.72553,-9.194031,8,
50454,38.728823,-9.19052,9,
50454,38.732765,-9.189648,10,
50454,38.732912,-9.192232,11,
50454,38.732792,-9.193722,12,
50454,38.731471,-9.197659,13,
50454,38.735751,-9.203479,14,
50454,38.736401,-9.205469,15,
50454,38.743123,-9.198272,16,
50454,38.744459,-9.194173,17,
50454,38.74528,-9.19795,18,
50454,38.747316,-9.19775,19,
50454,38.749779,-9.197506,20,
50454,38.751503,-9.197268,21,
50454,38.753224,-9.196346,22,
50454,38.754482,-9.19782,23,
50454,38.755707,-9.19943,24,
50454,38.756864,-9.201407,25,
50454,38.756422,-9.204083,26,
50454,38.757312,-9.204503,27,
50454,38.762629,-9.197236,28,
50454,38.76499,-9.199186,29,
50455,38.76499,-9.199186,1,
50455,38.762144,-9.196372,2,
50455,38.757659,-9.20471,3,
50455,38.756304,-9.203952,4,
50455,38.756731,-9.201134,5,
50455,38.755788,-9.19982,6,
50455,38.754205,-9.197771,7,
50455,38.752866,-9.196814,8,
50455,38.751435,-9.19749,9,
50455,38.749293,-9.19767,10,
50455,38.747781,-9.197821,11,
50455,38.744709,-9.198851,12,
50455,38.742099,-9.200101,13,
50455,38.736157,-9.205458,14,
50455,38.735625,-9.203037,15,
50455,38.731455,-9.197463,16,
50455,38.73271,-9.193608,17,
50455,38.73296,-9.191927,18,
50455,38.732565,-9.189763,19,
50455,38.728692,-9.190766,20,
50455,38.725342,-9.194078,21,
50455,38.723391,-9.187149,22,
50455,38.719499,-9.185219,23,
50455,38.716472,-9.183745,24,
50455,38.713796,-9.181599,25,
50455,38.709538,-9.179578,26,
50455,38.706582,-9.178837,27,
50457,38.766782,-9.20227,1,
50457,38.765895,-9.201189,2,
50457,38.764423,-9.19981,3,
50457,38.761945,-9.196379,4,
50457,38.760328,-9.19414,5,
50457,38.759443,-9.190177,6,
50457,38.759429,-9.186839,7,
50457,38.76002,-9.182754,8,
50457,38.75826,-9.179998,9,
50457,38.756639,-9.177825,10,
50457,38.754522,-9.175604,11,
50457,38.749664,-9.172603,12,
50457,38.747745,-9.17126,13,
50457,38.745266,-9.169313,14,
50457,38.742544,-9.168598,15,
50457,38.739162,-9.167512,16,
50457,38.73864,-9.164591,17,
50457,38.738157,-9.161844,18,
50457,38.738047,-9.158525,19,
50457,38.737789,-9.155548,20,
50457,38.739537,-9.151723,21,
50457,38.737902,-9.149888,22,
50457,38.736137,-9.149481,23,
50457,38.735008,-9.146288,24,
50457,38.734584,-9.141578,25,
50457,38.732123,-9.141056,26,
50457,38.730844,-9.137709,27,
50457,38.727798,-9.137629,28,
