shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
21793,38.746263,-9.206509,32,
21793,38.747879,-9.207253,33,
21793,38.749742,-9.207002,34,
21793,38.752708,-9.208781,35,
21793,38.752877,-9.206187,36,
21793,38.753872,-9.206071,37,
21793,38.756864,-9.204729,38,
21793,38.757312,-9.204503,39,
21793,38.762272,-9.197306,40,
21793,38.766042,-9.19818,41,
21793,38.768936,-9.195495,42,
21793,38.770957,-9.193403,43,
21793,38.771977,-9.190204,44,
21793,38.771076,-9.18924,45,
21793,38.769542,-9.189714,46,
21799,38.717845,-9.14178,1,
21799,38.718659,-9.14013,2,
21800,38.718659,-9.14013,1,
21800,38.717845,-9.14178,2,
21816,38.733918,-9.144647,1,
21816,38.738523,-9.145875,2,
21816,38.742978,-9.146744,3,
21816,38.745929,-9.147482,4,
21816,38.747588,-9.147887,5,
21816,38.74999,-9.148348,6,
21816,38.752318,-9.149647,7,
21816,38.755632,-9.151441,8,
21816,38.75859,-9.154033,9,
21816,38.761764,-9.153835,10,
21816,38.763235,-9.153458,11,
21816,38.764831,-9.152828,12,
21816,38.766451,-9.152747,13,
21816,38.76688,-9.151035,14,
21816,38.769864,-9.148551,15,
21816,38.773239,-9.153054,16,
21816,38.774244,-9.152181,17,
21816,38.774611,-9.147398,18,
21816,38.777283,-9.146433,19,
21816,38.779867,-9.148383,20,
21816,38.782084,-9.145305,21,
21816,38.783567,-9.14325,22,
21816,38.78545,-9.1432,23,
21816,38.787177,-9.144598,24,
21816,38.787883,-9.146167,25,
21816,38.787514,-9.149095,26,
21816,38.7883,-9.149733,27,
21816,38.790399,-9.150646,28,
21816,38.792433,-9.15025,29,
21817,38.792433,-9.15025,1,
21817,38.790754,-9.150761,2,
21817,38.787852,-9.14987,3,
21817,38.78785,-9.145983,4,
21817,38.787177,-9.142515,5,
21817,38.785717,-9.142687,6,
21817,38.783577,-9.143382,7,
21817,38.781865,-9.145941,8,
21817,38.780583,-9.1482,9,
21817,38.777133,-9.146467,10,
21817,38.774761,-9.147431,11,
21817,38.774409,-9.151747,12,
21817,38.773111,-9.15322,13,
21817,38.768801,-9.149068,14,
21817,38.766867,-9.151683,15,
21817,38.766313,-9.154179,16,
21817,38.764728,-9.153885,17,
21817,38.76295,-9.1535,18,
21817,38.76175,-9.154117,19,
21817,38.757625,-9.155281,20,
21817,38.753913,-9.152563,21,
21817,38.752125,-9.151248,22,
21817,38.748985,-9.149486,23,
21817,38.747207,-9.14842,24,
21817,38.745169,-9.147953,25,
21817,38.741922,-9.147004,26,
21817,38.738267,-9.146059,27,
21817,38.733918,-9.144647,28,
21827,38.7694,-9.173617,1,
21827,38.768976,-9.172816,2,
21827,38.770323,-9.170772,3,
21827,38.770898,-9.168832,4,
21827,38.770266,-9.1691,5,
21827,38.769151,-9.167092,6,
21827,38.770061,-9.165405,7,
21827,38.769069,-9.167805,8,
21827,38.767651,-9.168581,9,
21827,38.768098,-9.169363,10,
21827,38.766947,-9.170982,11,
21827,38.765242,-9.171807,12,
21827,38.762543,-9.170817,13,
21827,38.76047,-9.169226,14,
21827,38.760519,-9.167267,15,
21827,38.761576,-9.165079,16,
21827,38.760371,-9.158243,17,
21827,38.760782,-9.1582,18,
21894,38.723715,-9.160708,1,
21894,38.724903,-9.154848,2,
21894,38.724996,-9.152672,3,
21894,38.726303,-9.149265,4,
21894,38.728781,-9.147763,5,
21894,38.730498,-9.146706,6,
21894,38.733918,-9.144647,7,
21894,38.738523,-9.145875,8,
21894,38.742978,-9.146744,9,
21894,38.745929,-9.147482,10,
21894,38.747588,-9.147887,11,
21894,38.749795,-9.148247,12,
21894,38.752318,-9.149647,13,
21894,38.755135,-9.150347,14,
21894,38.757033,-9.144449,15,
21894,38.758312,-9.140357,16,
21894,38.759639,-9.136479,17,
21894,38.762248,-9.130256,18,
21894,38.767825,-9.128712,19,
21894,38.769828,-9.126596,20,
21894,38.770198,-9.123142,21,
21894,38.770812,-9.121557,22,
21894,38.7727,-9.11838,23,
21894,38.774067,-9.116782,24,
21894,38.776734,-9.117893,25,
21894,38.779376,-9.120132,26,
21894,38.781644,-9.119414,27,
21894,38.783563,-9.124536,28,
21894,38.785864,-9.123835,29,
21894,38.788411,-9.123737,30,
21894,38.790213,-9.124354,31,
21895,38.723715,-9.160708,1,
21895,38.724903,-9.154848,2,
21895,38.724996,-9.152672,3,
21895,38.726303,-9.149265,4,
21895,38.728781,-9.147763,5,
21895,38.730498,-9.146706,6,
21895,38.733918,-9.144647,7,
21895,38.738523,-9.145875,8,
21895,38.742978,-9.146744,9,
21895,38.745929,-9.147482,10,
21895,38.747588,-9.147887,11,
21895,38.749795,-9.148247,12,
21895,38.752318,-9.149647,13,
21895,38.755135,-9.150347,14,
21895,38.757033,-9.144449,15,
21895,38.758312,-9.140357,16,
21895,38.759639,-9.136479,17,
21895,38.762248,-9.130256,18,
21895,38.767825,-9.128712,19,
21895,38.769828,-9.126596,20,
21895,38.770198,-9.123142,21,
21895,38.770812,-9.121557,22,
21895,38.7727,-9.11838,23,
21895,38.774067,-9.116782,24,
21895,38.776734,-9.117893,25,
21895,38.779376,-9.120132,26,
21895,38.78238,-9.118146,27,
21895,38.783537,-9.11562,28,
21895,38.783692,-9.112204,29,
21895,38.785492,-9.111395,30,
21896,38.708497,-9.133432,1,
21896,38.709676,-9.136384,2,
21896,38.714269,-9.139119,3,
21896,38.716116,-9.141752,4,
21896,38.71974,-9.145015,5,
21896,38.726303,-9.149265,6,
21896,38.728781,-9.147763,7,
21896,38.730498,-9.146706,8,
21896,38.733918,-9.144647,9,
21896,38.738523,-9.145875,10,
21896,38.742978,-9.146744,11,
21896,38.745929,-9.147482,12,
21896,38.747588,-9.147887,13,
21896,38.749795,-9.148247,14,
21896,38.752318,-9.149647,15,
21896,38.755135,-9.150347,16,
21896,38.757033,-9.144449,17,
21896,38.758312,-9.140357,18,
21896,38.759639,-9.136479,19,
21896,38.762248,-9.130256,20,
21896,38.767825,-9.128712,21,
21896,38.769828,-9.126596,22,
21896,38.770198,-9.123142,23,
21896,38.770812,-9.121557,24,
21896,38.7727,-9.11838,25,
21896,38.774067,-9.116782,26,
21896,38.776734,-9.117893,27,
21896,38.779376,-9.120132,28,
21896,38.781644,-9.119414,29,
21896,38.783563,-9.124536,30,
21896,38.785864,-9.123835,31,
21896,38.788411,-9.123737,32,
21896,38.790213,-9.124354,33,
21897,38.790213,-9.124354,1,
21897,38.788306,-9.123888,2,
21897,38.786098,-9.12392,3,
21897,38.783924,-9.124792,4,
21897,38.780902,-9.120093,5,
21897,38.779131,-9.120172,6,
21897,38.7763,-9.11801,7,
21897,38.773574,-9.118671,8,
21897,38.771084,-9.121878,9,
21897,38.769616,-9.123139,10,
21897,38.770196,-9.127342,11,
21897,38.768962,-9.127978,12,
21897,38.762363,-9.130498,13,
21897,38.759463,-9.137137,14,
21897,38.758137,-9.141655,15,
21897,38.756315,-9.146929,16,
21897,38.753913,-9.152563,17,
21897,38.752125,-9.151248,18,
21897,38.748985,-9.149486,19,
21897,38.747207,-9.14842,20,
21897,38.745169,-9.147953,21,
21897,38.741701,-9.146947,22,
21897,38.738267,-9.146059,23,
21897,38.733625,-9.145091,24,
21897,38.730371,-9.147066,25,
21897,38.72861,-9.148146,26,
21897,38.726623,-9.149521,27,
21897,38.725307,-9.151907,28,
21897,38.725106,-9.155305,29,
21897,38.724375,-9.160904,30,
21897,38.723715,-9.160708,31,
21898,38.785492,-9.111395,1,
21898,38.785481,-9.111498,2,
21898,38.783803,-9.112503,3,
21898,38.783611,-9.116269,4,
21898,38.782287,-9.118428,5,
21898,38.779131,-9.120172,6,
21898,38.7763,-9.11801,7,
21898,38.773574,-9.118671,8,
21898,38.771084,-9.121878,9,
21898,38.769616,-9.123139,10,
21898,38.770196,-9.127342,11,
21898,38.768962,-9.127978,12,
21898,38.762363,-9.130498,13,
21898,38.759463,-9.137137,14,
21898,38.758137,-9.141655,15,
21898,38.756315,-9.146929,16,
21898,38.753913,-9.152563,17,
21898,38.752125,-9.151248,18,
21898,38.748985,-9.149486,19,
21898,38.747207,-9.14842,20,
21898,38.745169,-9.147953,21,
21898,38.741701,-9.146947,22,
21898,38.738267,-9.146059,23,
21898,38.733625,-9.145091,24,
21898,38.730371,-9.147066,25,
21898,38.72861,-9.148146,26,
21898,38.726623,-9.149521,27,
21898,38.725307,-9.151907,28,
21898,38.725106,-9.155305,29,
21898,38.724375,-9.160904,30,
21898,38.723715,-9.160708,31,
21899,38.716169,-9.142668,1,
21899,38.714218,-9.143906,2,
21900,38.714218,-9.143906,1,
21900,38.716169,-9.142668,2,
21984,38.714282,-9.169519,1,
21984,38.714841,-9.166506,2,
21984,38.715321,-9.164602,3,
21984,38.714962,-9.16304,4,
21984,38.714089,-9.161715,5,
21984,38.713627,-9.160065,6,
21984,38.712735,-9.157825,7,
21984,38.712568,-9.156345,8,
21984,38.712221,-9.15514,9,
21984,38.71036,-9.152648,10,
21984,38.709803,-9.151728,11,
21984,38.710972,-9.149486,12,
21984,38.710816,-9.146005,13,
21984,38.710486,-9.143816,14,
21984,38.710081,-9.142464,15,
21984,38.70794,-9.142578,16,
21984,38.707962,-9.141422,17,
21984,38.708037,-9.139901,18,
21984,38.709421,-9.137717,19,
21984,38.710048,-9.135271,20,
21984,38.709761,-9.133769,21,
21984,38.710327,-9.13163,22,
21984,38.711581,-9.130576,23,
21984,38.71253,-9.130601,24,
21984,38.712887,-9.129493,25,
21984,38.713507,-9.128725,26,
21984,38.715074,-9.12873,27,
21984,38.717233,-9.129717,28,
21984,38.719031,-9.129837,29,
21984,38.721337,-9.129827,30,
21984,38.722851,-9.13132,31,
21984,38.723908,-9.132035,32,
21984,38.723818,-9.133251,33,
21984,38.723561,-9.134471,34,
21984,38.722122,-9.135445,35,
21984,38.71916,-9.135736,36,
21984,38.714959,-9.13662,37,
21985,38.713209,-9.159841,1,
21985,38.712735,-9.157825,2,
21985,38.712568,-9.156345,3,
21985,38.712221,-9.15514,4,
21985,38.71036,-9.152648,5,
21985,38.709803,-9.151728,6,
21985,38.710972,-9.149486,7,
21985,38.710816,-9.146005,8,
21985,38.710486,-9.143816,9,
21985,38.710081,-9.142464,10,
21985,38.70794,-9.142578,11,
21985,38.707962,-9.141422,12,
21985,38.708037,-9.139901,13,
21985,38.709421,-9.137717,14,
21985,38.710048,-9.135271,15,
21985,38.709761,-9.133769,16,
21985,38.710327,-9.13163,17,
21985,38.711581,-9.130576,18,
21985,38.71253,-9.130601,19,
21985,38.712887,-9.129493,20,
21985,38.713507,-9.128725,21,
21985,38.715074,-9.12873,22,
21985,38.717233,-9.129717,23,
21985,38.719031,-9.129837,24,
21985,38.721337,-9.129827,25,
21985,38.722851,-9.13132,26,
21985,38.723908,-9.132035,27,
21985,38.723818,-9.133251,28,
21985,38.723561,-9.134471,29,
21985,38.722122,-9.135445,30,
21985,38.71916,-9.135736,31,
21985,38.714959,-9.13662,32,
21987,38.69877,-9.227479,1,
21987,38.698227,-9.225041,2,
21987,38.696888,-9.220126,3,
21987,38.698776,-9.21784,4,
21987,38.700965,-9.216338,5,
21987,38.706369,-9.216063,6,
21987,38.709821,-9.214984,7,
21987,38.711876,-9.214167,8,
21987,38.715797,-9.214703,9,
21987,38.716945,-9.212807,10,
21987,38.717461,-9.209535,11,
21987,38.714452,-9.204562,12,
21987,38.713611,-9.203659,13,
21987,38.712098,-9.201783,14,
21987,38.712093,-9.199184,15,
21987,38.713717,-9.198483,16,
21987,38.713933,-9.196977,17,
21987,38.717839,-9.199307,18,
21987,38.72208,-9.196783,19,
21987,38.723966,-9.193623,20,
21987,38.723391,-9.187149,21,
21987,38.719873,-9.185344,22,
21987,38.723133,-9.181984,23,
21987,38.723303,-9.165632,24,
21987,38.724091,-9.160724,25,
21987,38.724903,-9.154848,26,
21987,38.724659,-9.150856,27,
21987,38.726214,-9.147411,28,
21987,38.726737,-9.145766,29,
21987,38.72499,-9.144184,30,
21987,38.722571,-9.141549,31,
21987,38.721962,-9.13921,32,
21987,38.720609,-9.137991,33,
21988,38.69877,-9.227479,1,
21988,38.698227,-9.225041,2,
21988,38.696888,-9.220126,3,
21988,38.698776,-9.21784,4,
21988,38.700965,-9.216338,5,
21988,38.706369,-9.216063,6,
21988,38.709821,-9.214984,7,
21988,38.711876,-9.214167,8,
21988,38.715797,-9.214703,9,
21988,38.716945,-9.212807,10,
21988,38.717461,-9.209535,11,
21988,38.714452,-9.204562,12,
21988,38.713611,-9.203659,13,
21988,38.712098,-9.201783,14,
21988,38.713324,-9.200872,15,
21988,38.717839,-9.199307,16,
21988,38.72208,-9.196783,17,
21988,38.723966,-9.193623,18,
21988,38.723391,-9.187149,19,
21988,38.719873,-9.185344,20,
21988,38.723133,-9.181984,21,
21988,38.723303,-9.165632,22,
21988,38.724091,-9.160724,23,
21988,38.724903,-9.154848,24,
21988,38.724659,-9.150856,25,
21988,38.726214,-9.147411,26,
21988,38.726737,-9.145766,27,
21988,38.72499,-9.144184,28,
21988,38.722571,-9.141549,29,
21988,38.721962,-9.13921,30,
21988,38.720609,-9.137991,31,
21990,38.745013,-9.198958,1,
21990,38.745259,-9.202972,2,
21990,38.743823,-9.205766,3,
21990,38.741619,-9.202895,4,
21990,38.736466,-9.205918,5,
21990,38.733622,-9.207665,6,
21990,38.728043,-9.209359,7,
21990,38.727522,-9.212151,8,
21990,38.713332,-9.225254,9,
21990,38.711082,-9.22619,10,
21990,38.7077,-9.225723,11,
21990,38.705725,-9.226824,12,
21990,38.703206,-9.227356,13,
21990,38.701126,-9.22801,14,
21990,38.698568,-9.227241,15,
21991,38.759038,-9.113407,1,
21991,38.76015,-9.117103,2,
21991,38.761704,-9.12209,3,
21991,38.762481,-9.130372,4,
21991,38.759463,-9.137137,5,
21991,38.758137,-9.141655,6,
21991,38.756243,-9.147192,7,
21991,38.75584,-9.151558,8,
21991,38.759731,-9.155829,9,
21991,38.757868,-9.162878,10,
21991,38.75742,-9.167362,11,
21991,38.757783,-9.17572,12,
21991,38.757173,-9.180012,13,
21991,38.75405,-9.186036,14,
21991,38.752011,-9.187919,15,
21991,38.749162,-9.19047,16,
21991,38.75014,-9.195589,17,
21991,38.749293,-9.19767,18,
21991,38.747781,-9.197821,19,
21991,38.745013,-9.198958,20,
21991,38.745259,-9.202972,21,
21991,38.743823,-9.205766,22,
21991,38.741619,-9.202895,23,
21991,38.736466,-9.205918,24,
21991,38.733622,-9.207665,25,
21991,38.728043,-9.209359,26,
21991,38.727522,-9.212151,27,
21991,38.713332,-9.225254,28,
21991,38.711082,-9.22619,29,
21991,38.7077,-9.225723,30,
21991,38.705725,-9.226824,31,
21991,38.703206,-9.227356,32,
21991,38.701126,-9.22801,33,
21991,38.698568,-9.227241,34,
21995,38.731375,-9.168504,1,
21995,38.733334,-9.168901,2,
21995,38.734887,-9.170344,3,
21995,38.73251,-9.172404,4,
21995,38.730742,-9.173324,5,
21996,38.730742,-9.173324,1,
21996,38.732509,-9.171798,2,
21996,38.734679,-9.170232,3,
21996,38.733084,-9.169057,4,
21996,38.730838,-9.168603,5,
22008,38.6989397779291,-9.22700938098196,1,
22008,38.697115,-9.200836,2,
22011,38.725307,-9.151907,1,
22011,38.725106,-9.155305,2,
22011,38.724375,-9.160904,3,
22011,38.723244,-9.166678,4,
22011,38.673814,-9.174005,5,
22011,38.667593,-9.163809,6,
22012,38.667593,-9.163809,1,
22012,38.674281,-9.173324,2,
22012,38.723303,-9.165632,3,
22012,38.724091,-9.160724,4,
22012,38.724903,-9.154848,5,
22012,38.724659,-9.150856,6,
22029,38.760937,-9.157327,1,
22029,38.792267,-9.150767,2,
22030,38.792433,-9.15025,1,
22030,38.7611,-9.157183,2,
22035,38.724375,-9.160904,1,
22035,38.738826,-9.168528,2,
22058,38.787144,-9.142115,1,
22058,38.785717,-9.142687,2,
22058,38.787177,-9.144598,3,
22058,38.787883,-9.146167,4,
22058,38.787514,-9.149095,5,
22058,38.7859,-9.14995,6,
22058,38.783826,-9.149343,7,
22058,38.782533,-9.147417,8,
22058,38.780583,-9.1482,9,
22058,38.77981,-9.151585,10,
22058,38.781867,-9.156967,11,
22058,38.782077,-9.158748,12,
22058,38.779498,-9.159451,13,
22058,38.774608,-9.160736,14,
22058,38.773945,-9.161487,15,
22058,38.774715,-9.163141,16,
22058,38.774777,-9.165423,17,
22058,38.774019,-9.169134,18,
22058,38.773291,-9.172088,19,
22058,38.772214,-9.173845,20,
22058,38.770107,-9.177599,21,
22058,38.769176,-9.179237,22,
22058,38.767051,-9.181707,23,
22058,38.76398,-9.181668,24,
22058,38.761554,-9.179827,25,
22058,38.759658,-9.179809,26,
22058,38.760246,-9.182883,27,
22058,38.759584,-9.185246,28,
22058,38.75717,-9.185684,29,
22058,38.752381,-9.188968,30,
22058,38.749591,-9.191315,31,
22058,38.748644,-9.192816,32,
22060,38.79348,-9.09777,1,
22060,38.790835,-9.098333,2,
22060,38.788861,-9.09822,3,
22060,38.78585,-9.096799,4,
22060,38.783205,-9.095128,5,
22060,38.782218,-9.095744,6,
22060,38.7806,-9.096488,7,
22060,38.77871,-9.095356,8,
22060,38.776025,-9.095104,9,
22060,38.774377,-9.097532,10,
22060,38.771328,-9.097768,11,
22060,38.767173,-9.099085,12,
22060,38.767814,-9.10607,13,
22060,38.76811,-9.109065,14,
22060,38.766947,-9.110173,15,
22060,38.764899,-9.109781,16,
22060,38.765475,-9.110893,17,
22060,38.765779,-9.11335,18,
22060,38.76501,-9.116218,19,
22060,38.762169,-9.116615,20,
22060,38.76151,-9.113989,21,
22060,38.760471,-9.111998,22,
22060,38.759038,-9.113407,23,
22060,38.76015,-9.117103,24,
22060,38.76162,-9.121818,25,
22060,38.762109,-9.129801,26,
22060,38.758253,-9.130187,27,
22060,38.753794,-9.130617,28,
22060,38.7519,-9.130818,29,
22060,38.747994,-9.131192,30,
22060,38.745194,-9.131549,31,
22060,38.743292,-9.132833,32,
22060,38.740514,-9.133637,33,
22060,38.736944,-9.133994,34,
22060,38.73246,-9.134401,35,
22060,38.728781,-9.134784,36,
22060,38.725579,-9.135092,37,
22060,38.721948,-9.135462,38,
22060,38.71916,-9.135736,39,
22060,38.714831,-9.137615,40,
22099,38.708497,-9.133432,1,
22099,38.709676,-9.136384,2,
22099,38.714269,-9.139119,3,
22099,38.716116,-9.141752,4,
22099,38.71974,-9.145015,5,
22099,38.726623,-9.14952,6,
22099,38.729131,-9.149321,7,
22099,38.731809,-9.151616,8,
22099,38.734589,-9.154005,9,
22099,38.73671,-9.155804,10,
22099,38.738089,-9.159846,11,
22099,38.738336,-9.161962,12,
22099,38.738837,-9.164612,13,
22099,38.740566,-9.167409,14,
22099,38.741989,-9.169768,15,
22099,38.742583,-9.172662,16,
22099,38.743614,-9.175524,17,
22099,38.744418,-9.178709,18,
22099,38.745703,-9.181725,19,
22099,38.746809,-9.184617,20,
22099,38.747272,-9.188895,21,
22099,38.748946,-9.191185,22,
22099,38.75014,-9.195589,23,
22099,38.750693,-9.198647,24,
22099,38.750776,-9.201746,25,
22099,38.75199,-9.205249,26,
22099,38.753414,-9.208499,27,
22099,38.750509,-9.21305,28,
22099,38.748632,-9.216522,29,
22099,38.748626,-9.216521,30,
22109,38.743554,-9.144859,1,
22109,38.741788,-9.144241,2,
22109,38.742781,-9.146696,3,
22109,38.746112,-9.147539,4,
22109,38.747447,-9.14785,5,
22109,38.748173,-9.150075,6,
22109,38.747738,-9.152577,7,
22109,38.74738,-9.155252,8,
22109,38.742087,-9.169581,9,
22109,38.742583,-9.172662,10,
22109,38.743614,-9.175524,11,
22109,38.744418,-9.178709,12,
22109,38.745703,-9.181725,13,
22109,38.748485,-9.181656,14,
22109,38.749646,-9.186198,15,
22109,38.747814,-9.188495,16,
22109,38.746268,-9.189821,17,
22109,38.744494,-9.193045,18,
22109,38.745013,-9.198958,19,
22109,38.745259,-9.202972,20,
22109,38.743823,-9.205766,21,
22109,38.742394,-9.206275,22,
22109,38.740835,-9.208898,23,
22109,38.742358,-9.211529,24,
22109,38.738705,-9.214247,25,
22109,38.736523,-9.216383,26,
22109,38.735377,-9.218843,27,
22109,38.7345184844285,-9.22045330488223,28,
22109,38.733111,-9.21967,29,
22109,38.731437,-9.218261,30,
22109,38.732891,-9.216962,31,
22109,38.734571,-9.215444,32,
22109,38.736337,-9.212601,33,
22109,38.735896,-9.211045,34,
22109,38.737675,-9.208033,35,
22109,38.738725,-9.210706,36,
22109,38.738112,-9.212832,37,
22111,38.738112,-9.212832,1,
22111,38.738681,-9.210369,2,
22111,38.737705,-9.208344,3,
22111,38.73599,-9.211063,4,
22111,38.736464,-9.212763,5,
22111,38.734812,-9.215441,6,
22111,38.73332,-9.217133,7,
22111,38.733791,-9.219038,8,
22111,38.7343884840434,-9.22036030925931,9,
22111,38.735321,-9.218712,10,
22111,38.736649,-9.215855,11,
22111,38.738514,-9.213948,12,
22111,38.741798,-9.211704,13,
22111,38.74075,-9.208896,14,
22111,38.741726,-9.206607,15,
22111,38.743861,-9.205517,16,
22111,38.74511,-9.202743,17,
22111,38.744722,-9.199043,18,
22111,38.74426,-9.1943,19,
22111,38.744487,-9.192036,20,
22111,38.746335,-9.189654,21,
22111,38.747693,-9.18832,22,
22111,38.749503,-9.18562,23,
22111,38.748161,-9.180958,24,
22111,38.745559,-9.18176,25,
22111,38.744338,-9.178742,26,
22111,38.743596,-9.176139,27,
22111,38.742419,-9.172408,28,
22111,38.742577,-9.168298,29,
22111,38.74719,-9.154625,30,
22111,38.747651,-9.151775,31,
22111,38.746928,-9.14836,32,
22111,38.74465,-9.147815,33,
22111,38.742978,-9.146744,34,
22111,38.743554,-9.144859,35,
22118,38.705727,-9.143324,1,
22118,38.707592,-9.143346,2,
22118,38.710957,-9.142904,3,
22118,38.713181,-9.143334,4,
22118,38.714911,-9.144479,5,
22118,38.716421,-9.147769,6,
22118,38.717669,-9.151194,7,
22118,38.720248,-9.15489,8,
22118,38.72047,-9.159156,9,
22118,38.720827,-9.160628,10,
22118,38.723867,-9.16058,11,
22118,38.725223,-9.159972,12,
22118,38.727719,-9.162021,13,
22118,38.730337,-9.162242,14,
22118,38.732261,-9.162434,15,
22118,38.735087,-9.165179,16,
22118,38.737727,-9.167631,17,
22118,38.740566,-9.167409,18,
22118,38.741989,-9.169768,19,
22118,38.742583,-9.172662,20,
22118,38.743614,-9.175524,21,
22118,38.744418,-9.178709,22,
22118,38.745703,-9.181725,23,
22118,38.746809,-9.184617,24,
22118,38.747272,-9.188895,25,
22118,38.748946,-9.191185,26,
22118,38.75014,-9.195589,27,
22118,38.750693,-9.198647,28,
22118,38.750776,-9.201746,29,
22118,38.75199,-9.205249,30,
22118,38.753414,-9.208499,31,
22118,38.752765,-9.209548,32,
22119,38.705727,-9.143324,1,
22119,38.707592,-9.143346,2,
22119,38.710957,-9.142904,3,
22119,38.713181,-9.143334,4,
22119,38.714911,-9.144479,5,
22119,38.716421,-9.147769,6,
22119,38.717669,-9.151194,7,
22119,38.720248,-9.15489,8,
22119,38.72047,-9.159156,9,
22119,38.720827,-9.160628,10,
22119,38.723867,-9.16058,11,
22119,38.725223,-9.159972,12,
22119,38.727719,-9.162021,13,
22119,38.730337,-9.162242,14,
22119,38.732261,-9.162434,15,
22119,38.735087,-9.165179,16,
22119,38.737727,-9.167631,17,
22119,38.740566,-9.167409,18,
22119,38.74192,-9.169083,19,
22122,38.779558,-9.172175,1,
22122,38.777041,-9.174499,2,
22122,38.775684,-9.178349,3,
22122,38.773048,-9.183623,4,
22122,38.770971,-9.188971,5,
22122,38.772226,-9.190738,6,
22122,38.770992,-9.19358,7,
22122,38.768801,-9.19581,8,
22122,38.76512,-9.198847,9,
22122,38.761945,-9.196379,10,
22122,38.760328,-9.19414,11,
22122,38.759443,-9.190177,12,
22122,38.759429,-9.186839,13,
22122,38.76002,-9.182754,14,
22122,38.75826,-9.179998,15,
22122,38.756639,-9.177825,16,
22122,38.754619,-9.179955,17,
22122,38.752338,-9.180207,18,
22122,38.749355,-9.180237,19,
22122,38.745559,-9.18176,20,
22122,38.744338,-9.178742,21,
22122,38.743596,-9.176139,22,
22122,38.742419,-9.172408,23,
22122,38.742577,-9.168298,24,
22122,38.746293,-9.167894,25,
22122,38.748018,-9.165407,26,
22122,38.749996,-9.15935,27,
22122,38.751401,-9.158766,28,
22122,38.752644,-9.159405,29,
22123,38.714256,-9.169982,1,
22123,38.717115,-9.169498,2,
22123,38.717359,-9.166703,3,
22123,38.71827,-9.164784,4,
22123,38.720676,-9.164008,5,
22123,38.722721,-9.161118,6,
22123,38.723341,-9.159414,7,
22123,38.721516,-9.156541,8,
22123,38.720279,-9.153789,9,
22123,38.722668,-9.149384,10,
22123,38.725295,-9.146026,11,
22123,38.726545,-9.144979,12,
22123,38.72732,-9.142018,13,
22123,38.726201,-9.140891,14,
36210,38.706067,-9.14331,1,
36210,38.706332,-9.145278,2,
36210,38.706414,-9.149768,3,
36210,38.706142,-9.156011,4,
36210,38.70367,-9.162505,5,
36210,38.703447,-9.167728,6,
36210,38.704304,-9.173951,7,
36210,38.704742,-9.177635,8,
36210,38.701991,-9.181041,9,
36210,38.699789,-9.18435,10,
36210,38.698466,-9.188384,11,
36210,38.697806,-9.191759,12,
36210,38.697506,-9.196012,13,
36210,38.697483,-9.198881,14,
36210,38.697728,-9.204514,15,
36210,38.699801,-9.205797,16,
36210,38.700527,-9.209795,17,
36210,38.699831,-9.214327,18,
36210,38.700965,-9.216338,19,
36210,38.701017,-9.221464,20,
36210,38.699832,-9.2243,21,
36210,38.699208,-9.226949,22,
36210,38.701501,-9.227351,23,
36210,38.703171,-9.227122,24,
36210,38.705295,-9.226756,25,
36210,38.707337,-9.225596,26,
36210,38.711236,-9.225866,27,
36210,38.713311,-9.225059,28,
36210,38.714244,-9.226306,29,
36210,38.715005,-9.229437,30,
36210,38.714926,-9.231207,31,
36210,38.716023,-9.235666,32,
36211,38.715833,-9.235655,1,
36211,38.714856,-9.231514,2,
36211,38.714636,-9.229225,3,
36211,38.714145,-9.22722,4,
36211,38.713332,-9.225254,5,
36211,38.711082,-9.22619,6,
36211,38.7077,-9.225723,7,
36211,38.705725,-9.226824,8,
36211,38.703206,-9.227356,9,
36211,38.701126,-9.22801,10,
36211,38.698495,-9.227593,11,
36211,38.699363,-9.22494,12,
36211,38.700882,-9.221304,13,
36211,38.701402,-9.216784,14,
36211,38.699615,-9.213664,15,
36211,38.700369,-9.209987,16,
36211,38.699795,-9.205912,17,
36211,38.697252,-9.20367,18,
36211,38.697127,-9.200734,19,
36211,38.697367,-9.194168,20,
36211,38.697994,-9.190554,21,
36211,38.698587,-9.187398,22,
36211,38.700037,-9.183655,23,
36211,38.703077,-9.179822,24,
36211,38.704664,-9.177149,25,
36211,38.704145,-9.173823,26,
36211,38.703363,-9.167024,27,
36211,38.703508,-9.16273,28,
36211,38.706171,-9.155732,29,
36211,38.706331,-9.149936,30,
36211,38.706244,-9.145024,31,
36211,38.706067,-9.14331,32,
36223,38.706011,-9.144059,1,
36223,38.706332,-9.145278,2,
36223,38.706414,-9.149768,3,
36223,38.706516,-9.154488,4,
36223,38.707333,-9.154468,5,
36223,38.708901,-9.152939,6,
36223,38.711006,-9.153505,7,
36223,38.71339,-9.153158,8,
36223,38.715028,-9.154034,9,
36223,38.717518,-9.155222,10,
36223,38.720279,-9.153789,11,
36223,38.722668,-9.149384,12,
36223,38.725295,-9.146026,13,
36223,38.726545,-9.144979,14,
36223,38.727535,-9.140802,15,
36223,38.727432,-9.138457,16,
36223,38.728017,-9.13678,17,
36223,38.730821,-9.136858,18,
36223,38.731224,-9.135711,19,
36223,38.732666,-9.134208,20,
36223,38.733227,-9.132798,21,
